薬局等番号,都道府県,薬局等名称,住所,電話番号,販売可能薬剤師数_女性,販売可能薬剤師数_男性,販売可能薬剤師数_答えたくない,HP,開局時間,時間外対応の有無,時間外の電話番号,プライバシー確保策,事前連絡,備考,削除日,開局等時間,時間外対応,事前電話連絡,電話番号_数字,時間外の電話番号_数字,住所_正規化,住所_都道府県除く,市区町村_推定,住所_残り,時間外対応_有無,事前電話連絡_要否,データ時点,データ出典_URL,データファイル_URL
6860,香川県,アイン薬局坂出駅前店,香川県坂出市駒止町１丁目３－５ライフスクエア坂出１Ｆ,0877592566,0,1,0,https://www.ainj.co.jp/,月～金：9:00-18:00、土：9:00-12:30,,,衝立,要,,,月～金：9:00-18:00、土：9:00-12:30,,要,0877592566,,香川県坂出市駒止町1丁目3-5ライフスクエア坂出1Ｆ,坂出市駒止町1丁目3-5ライフスクエア坂出1Ｆ,坂出市,駒止町1丁目3-5ライフスクエア坂出1Ｆ,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
6861,香川県,飯山調剤薬局,香川県丸亀市飯山町川原８０３－２,0877983456,0,1,0,,月〜水・金:9:00〜18:30、木:9:00〜17:00、土:9:00〜13:00,有,08040790727,スタッフ休憩室,,,,月〜水・金:9:00〜18:30、木:9:00〜17:00、土:9:00〜13:00,有,,0877983456,08040790727,香川県丸亀市飯山町川原803-2,丸亀市飯山町川原803-2,丸亀市,飯山町川原803-2,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
6862,香川県,ザグザグ薬局多肥下町店,香川県高松市多肥下町１５５０－２,0878151140,3,1,0,https://www.zagzag.co.jp/shops/tahishimomachi/,月～土：9:00-19:00,有,07012488243,衝立,要,,,月～土：9:00-19:00,有,要,0878151140,07012488243,香川県高松市多肥下町1550-2,高松市多肥下町1550-2,高松市,多肥下町1550-2,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
8167,香川県,マツイ薬局,香川県坂出市寿町3丁目1-57,0877590457,0,1,0,,月〜金:8:30-18:00、土:8:30〜13:00,,,衝立,,,,月〜金:8:30-18:00、土:8:30〜13:00,,,0877590457,,香川県坂出市寿町3丁目1-57,坂出市寿町3丁目1-57,坂出市,寿町3丁目1-57,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
8168,香川県,有限会社辻上薬局,香川県丸亀市綾歌町岡田下496-5,0877864627,1,1,0,https://qq8437dd@circus.ocn.ne.jp,月〜土：8:30-18:00,有,0877-86-4627,衝立；他者のいない時間対応,,,,月〜土：8:30-18:00,有,,0877864627,0877864627,香川県丸亀市綾歌町岡田下496-5,丸亀市綾歌町岡田下496-5,丸亀市,綾歌町岡田下496-5,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
8169,香川県,ファルマ調剤薬局大野店,香川県高松市香川町大野1326-1,0878857770,0,1,0,,月火木土:9:00-18:30水金:9:00-17:00,有,080-4032-7770,個室,,,,月火木土:9:00-18:30水金:9:00-17:00,有,,0878857770,08040327770,香川県高松市香川町大野1326-1,高松市香川町大野1326-1,高松市,香川町大野1326-1,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9018,香川県,有限会社アインス林町薬局,香川県高松市林町1588-1,0878686030,1,2,0,https://www.topco-group.jp/,月～土：8:30-18:00,有,087-868-6065,衝立,要,,,月～土：8:30-18:00,有,要,0878686030,0878686065,香川県高松市林町1588-1,高松市林町1588-1,高松市,林町1588-1,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9233,香川県,レデイ薬局藤塚店,香川県高松市藤塚町一丁目１１番２７号１階,0878636151,3,3,0,https://shop.tsuruha-g.com/4317,月〜金:9:00-18:00、土:9:00-13:00,有,080-2985-2072,衝立,要,,,月〜金:9:00-18:00、土:9:00-13:00,有,要,0878636151,08029852072,香川県高松市藤塚町一丁目11番27号1階,高松市藤塚町一丁目11番27号1階,高松市,藤塚町一丁目11番27号1階,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9255,香川県,レデイ薬局牟礼店,香川県高松市牟礼町牟礼９９８番地１,0878138301,1,2,0,https://shop.tsuruha-g.com/4234,月～金：10:00-13:00、14:15-19:00,,,衝立,要,,,月～金：10:00-13:00、14:15-19:00,,要,0878138301,,香川県高松市牟礼町牟礼998番地1,高松市牟礼町牟礼998番地1,高松市,牟礼町牟礼998番地1,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9263,香川県,アイン薬局香川浅野店,香川県高松市香川町浅野137-3,0878885232,1,0,0,,月〜水、金:9:00-18:00、木:9:00-17:00、土:9:00-12:30,有,087-888-5232,衝立,要,,,月〜水、金:9:00-18:00、木:9:00-17:00、土:9:00-12:30,有,要,0878885232,0878885232,香川県高松市香川町浅野137-3,高松市香川町浅野137-3,高松市,香川町浅野137-3,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9267,香川県,ジョイ薬局,香川県三豊市高瀬町新名９８２－１,0875735131,0,1,0,https://ritsurin-ph.jp/shops/shop04/,月～金：9:00-18:00、土：9:00-13:00,,,衝立,要,,,月～金：9:00-18:00、土：9:00-13:00,,要,0875735131,,香川県三豊市高瀬町新名982-1,三豊市高瀬町新名982-1,三豊市,高瀬町新名982-1,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9270,香川県,アイン薬局三木店,香川県木田郡三木町平木56-6,0878146340,2,0,0,https://ain7073@ain.co.jp,月火水金:8:30-18:00、木:8:30-16:30、土:8:30-12:30,有,087-814-6340,個室；衝立,要,,,月火水金:8:30-18:00、木:8:30-16:30、土:8:30-12:30,有,要,0878146340,0878146340,香川県木田郡三木町平木56-6,木田郡三木町平木56-6,木田郡三木町,平木56-6,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9275,香川県,アイン薬局屋島西店,香川県高松市屋島西町2490-19,0878449172,1,0,0,https://store.ainj.co.jp/detail/1100854/,"月〜金:9:00-18:30,土:9:00-15:00",,,衝立,要,,,"月〜金:9:00-18:30,土:9:00-15:00",,要,0878449172,,香川県高松市屋島西町2490-19,高松市屋島西町2490-19,高松市,屋島西町2490-19,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9292,香川県,アイン薬局駒止店,香川県坂出市駒止町2丁目1-40,0877443255,1,1,0,,月～水・金8:30～18:00，木8:30～16:30，土8:30～12:30,有,0877-44-3255,衝立,要,,,月～水・金8:30～18:00，木8:30～16:30，土8:30～12:30,有,要,0877443255,0877443255,香川県坂出市駒止町2丁目1-40,坂出市駒止町2丁目1-40,坂出市,駒止町2丁目1-40,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9323,香川県,ＮＭＳ高松調剤薬局屋島側１号館,香川県高松市朝日町2丁目483-321,0878023031,2,2,0,,365日8:30-22:00,有,070-6975-8534,他者のいない時間対応,,,,365日8:30-22:00,有,,0878023031,07069758534,香川県高松市朝日町2丁目483-321,高松市朝日町2丁目483-321,高松市,朝日町2丁目483-321,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9326,香川県,薬局日本メディカル坂出店,香川県坂出市室町3-6-26,0877858975,1,1,0,,月〜金：9:00-18:00、土：9:00-13:00,,,他者のいない時間対応,要,,,月〜金：9:00-18:00、土：9:00-13:00,,要,0877858975,,香川県坂出市室町3-6-26,坂出市室町3-6-26,坂出市,室町3-6-26,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9328,香川県,スター薬局柞田店,香川県観音寺市柞田町甲1939番地10,0875561280,1,0,0,,月火水金：9:00〜18:00、木：9:00〜17:00、土：9:00〜13:00,有,090-1571-6398,衝立；他者のいない時間対応,,,,月火水金：9:00〜18:00、木：9:00〜17:00、土：9:00〜13:00,有,,0875561280,09015716398,香川県観音寺市柞田町甲1939番地10,観音寺市柞田町甲1939番地10,観音寺市,柞田町甲1939番地10,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9346,香川県,うじけ調剤薬局,香川県仲多度郡琴平町296-1,0877589065,0,1,0,https://www.ujike-pharmacy.com,月火水金:9:00-18:00、木:9:00-17:00、土:9:00-12:30,有,0877-58-9065,衝立；他者のいない時間対応,,,,月火水金:9:00-18:00、木:9:00-17:00、土:9:00-12:30,有,,0877589065,0877589065,香川県仲多度郡琴平町296-1,仲多度郡琴平町296-1,仲多度郡琴平町,296-1,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9384,香川県,薬局ナチュラル・メディクス,香川県高松市春日町178-1,0878145521,0,1,0,,"月～金：8:30-18:00,土：8:30～13:30",有,07055431844,他者のいない時間対応,,,,"月～金：8:30-18:00,土：8:30～13:30",有,,0878145521,07055431844,香川県高松市春日町178-1,高松市春日町178-1,高松市,春日町178-1,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9418,香川県,サンシャインスター薬局,香川県観音寺市柞田町甲８４１番地,0875575315,3,1,0,https://starpharmacy.jp/,月・火・水・金8:30~18:00木8:30~16:30土8:30～12:30,有,09071471825,個室,要,,,月・火・水・金8:30~18:00木8:30~16:30土8:30～12:30,有,要,0875575315,09071471825,香川県観音寺市柞田町甲841番地,観音寺市柞田町甲841番地,観音寺市,柞田町甲841番地,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9525,香川県,さくら薬局小豆島池田店,香川県小豆郡小豆島町池田字迎地2001番1,0879628011,1,0,0,,月～金：9:00-18:00、土：9:00-17:00,有,0879-62-8011,個室；他者のいない時間対応,要,,,月～金：9:00-18:00、土：9:00-17:00,有,要,0879628011,0879628011,香川県小豆郡小豆島町池田字迎地2001番1,小豆郡小豆島町池田字迎地2001番1,小豆郡小豆島町,池田字迎地2001番1,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9545,香川県,なのはな薬局,香川県仲多度郡まんのう町東高篠1377番地1,0877752877,1,1,0,https://starpharmacy.jp,月・火・水・金9:00～18:00木9:00～17:00土9:00～12:30,有,090-1573-7195,衝立,,,,月・火・水・金9:00～18:00木9:00～17:00土9:00～12:30,有,,0877752877,09015737195,香川県仲多度郡まんのう町東高篠1377番地1,仲多度郡まんのう町東高篠1377番地1,仲多度郡まんのう町,東高篠1377番地1,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9579,香川県,スター薬局木太店,香川県高松市木太町551番地10,0878681981,0,1,0,https://star-kita@silk.ocn.ne.jp,月〜水、金9.00〜18.00木.9.00〜17.00土.9.00〜12.30,,,個室；衝立,要,,,月〜水、金9.00〜18.00木.9.00〜17.00土.9.00〜12.30,,要,0878681981,,香川県高松市木太町551番地10,高松市木太町551番地10,高松市,木太町551番地10,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9845,香川県,日本調剤リツリン薬局,香川県高松市栗林町３－５－２,0878313260,1,2,0,,月～金：9:00-18:00、土：9:00-13:00,有,070-4360-4591,衝立,,,,月～金：9:00-18:00、土：9:00-13:00,有,,0878313260,07043604591,香川県高松市栗林町3-5-2,高松市栗林町3-5-2,高松市,栗林町3-5-2,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9855,香川県,ユニスマイル薬局はないな店,香川県観音寺市大野原町花稲815-2,0875563181,2,0,0,https://unismile.co.jp/shop/hanaina/,月～水・金・土：8:30-18:30、木：8:30-13:30,有,0875-56-3181,衝立,要,,,月～水・金・土：8:30-18:30、木：8:30-13:30,有,要,0875563181,0875563181,香川県観音寺市大野原町花稲815-2,観音寺市大野原町花稲815-2,観音寺市,大野原町花稲815-2,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9862,香川県,さつき薬局,香川県丸亀市土居町二丁目７番２３号,0877359913,0,1,0,,月〜金:9:00-18:00、土:9:00-13:00,有,090-6353-2513,衝立,,,,月〜金:9:00-18:00、土:9:00-13:00,有,,0877359913,09063532513,香川県丸亀市土居町二丁目7番23号,丸亀市土居町二丁目7番23号,丸亀市,土居町二丁目7番23号,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9879,香川県,久間薬局多肥店,香川県高松市多肥下町460-1,0878665550,1,1,0,,月～金：9:00-19:00、土：9:00-18:00,有,090-2899-4343,衝立,,,,月～金：9:00-19:00、土：9:00-18:00,有,,0878665550,09028994343,香川県高松市多肥下町460-1,高松市多肥下町460-1,高松市,多肥下町460-1,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9891,香川県,きづな調剤薬局,香川県観音寺市村黒町７６８－３,0875244976,1,0,0,,月～金：9：00ー19：00、土：9：00ー18：00,有,080-3543-1255,衝立,要,,,月～金：9：00ー19：00、土：9：00ー18：00,有,要,0875244976,08035431255,香川県観音寺市村黒町768-3,観音寺市村黒町768-3,観音寺市,村黒町768-3,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9903,香川県,磨屋町薬局,香川県高松市磨屋町10-71階,0878025195,0,1,0,https://nexint.co.jp/,月・水～金：9:00-18:15、火：9:00-17:00、土：9:00-16:15,,,衝立,要,,,月・水～金：9:00-18:15、火：9:00-17:00、土：9:00-16:15,,要,0878025195,,香川県高松市磨屋町10-71階,高松市磨屋町10-71階,高松市,磨屋町10-71階,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9937,香川県,アイン薬局ライオン通り店,香川県高松市大工町1-141階,0878231888,2,0,0,,月曜水曜金曜9時から18時、火曜木曜土曜9時から17時,,,衝立,,,,月曜水曜金曜9時から18時、火曜木曜土曜9時から17時,,,0878231888,,香川県高松市大工町1-141階,高松市大工町1-141階,高松市,大工町1-141階,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9941,香川県,アイン薬局屋島中央店,香川県高松市屋島西町1968-7,0878443900,0,1,0,,月〜水、金：8:30-18:30、木：10:30-18:30、土：8:30-17:00,有,087-844-3900,衝立,,,,月〜水、金：8:30-18:30、木：10:30-18:30、土：8:30-17:00,有,,0878443900,0878443900,香川県高松市屋島西町1968-7,高松市屋島西町1968-7,高松市,屋島西町1968-7,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9945,香川県,アイン薬局木太店,香川県高松市木太町2061番地,0878344020,2,0,0,,月、火、水、金、土：9:00-18:00、木：9:00-17:00,,,衝立,,,,月、火、水、金、土：9:00-18:00、木：9:00-17:00,,,0878344020,,香川県高松市木太町2061番地,高松市木太町2061番地,高松市,木太町2061番地,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9953,香川県,アイン薬局高松築港店,香川県高松市寿町１丁目４−３髙松中央通りビル2F,0878113301,1,0,0,,月〜土9:30-18:30日祝休み,有,0878113301,衝立,,,,月〜土9:30-18:30日祝休み,有,,0878113301,0878113301,香川県高松市寿町1丁目4-3髙松中央通りビル2F,高松市寿町1丁目4-3髙松中央通りビル2F,高松市,寿町1丁目4-3髙松中央通りビル2F,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9969,香川県,ココロン調剤薬局小村店,香川県高松市小村町256番地3,0878879889,2,2,0,https://www.palsee1843.com,月〜土:9:00-18:00,有,087-887-9889,衝立,要,,,月〜土:9:00-18:00,有,要,0878879889,0878879889,香川県高松市小村町256番地3,高松市小村町256番地3,高松市,小村町256番地3,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9973,香川県,辻上薬局御供所店,香川県丸亀市御供所町1丁目8-36,0877240706,1,1,0,https://www.topco-group.jp/store/,月〜金:9:00〜18:30、土:9:00〜13:30,有,0877240742,衝立,要,,,月〜金:9:00〜18:30、土:9:00〜13:30,有,要,0877240706,0877240742,香川県丸亀市御供所町1丁目8-36,丸亀市御供所町1丁目8-36,丸亀市,御供所町1丁目8-36,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9977,香川県,スター薬局レインボー店,香川県高松市多肥下町１５５６－１３,0878661193,0,1,0,,月・火・水・金：8:30-18:00、木・土：8:30-12:30,,,個室,,,,月・火・水・金：8:30-18:00、木・土：8:30-12:30,,,0878661193,,香川県高松市多肥下町1556-13,高松市多肥下町1556-13,高松市,多肥下町1556-13,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9979,香川県,有限会社大西薬局,香川県高松市5-24,0878313467,1,0,0,,月〜土:9:00-19:00,有,080-6388-3467,衝立；他者のいない時間対応,要,,,月〜土:9:00-19:00,有,要,0878313467,08063883467,香川県高松市5-24,高松市5-24,高松市,5-24,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
