薬局等番号,都道府県,市区町村_推定,薬局等名称,住所_正規化,住所,住所_都道府県除く,住所_残り,電話番号_数字,電話番号,HP,開局等時間,時間外対応,時間外対応_有無,時間外の電話番号_数字,時間外の電話番号,プライバシー確保策,事前電話連絡,事前電話連絡_要否,販売可能薬剤師数_女性,販売可能薬剤師数_男性,販売可能薬剤師数_答えたくない,備考,削除日,データ時点,データ出典_URL,データファイル_URL,検索用
4208,静岡県,沼津市,ウエルシア薬局沼津カタクラパーク店,静岡県沼津市大岡1020-1,静岡県沼津市大岡１０２０－１,沼津市大岡1020-1,大岡1020-1,0559544322,0559544322,https://www.welcia-yakkyoku.co.jp/,月-金:9:00-14:00､15:00-18:00,,False,,,衝立,,False,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,静岡県 沼津市 ウエルシア薬局沼津カタクラパーク店 静岡県沼津市大岡1020-1 0559544322 https://www.welcia-yakkyoku.co.jp/
4209,石川県,金沢市,ウエルシア薬局金沢木曳野店,石川県金沢市木曳野四丁目223番地,石川県金沢市木曳野四丁目２２３番地,金沢市木曳野四丁目223番地,木曳野四丁目223番地,0762672530,0762672530,https://store.welcia.co.jp/welcia/spot/detail?code=8689D,月-土9:00‐19:00,,False,,,衝立,,False,3,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,石川県 金沢市 ウエルシア薬局金沢木曳野店 石川県金沢市木曳野四丁目223番地 0762672530 https://store.welcia.co.jp/welcia/spot/detail?code=8689D
4210,和歌山県,紀の川市,薬局きい,和歌山県紀の川市打田19-11,和歌山県紀の川市打田１９－１１,紀の川市打田19-11,打田19-11,0736678874,0736678874,,月-金:8:00-17:00､土:8:00-12:00,有,True,0736678874,0736678874,個室；他者のいない時間対応,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,和歌山県 紀の川市 薬局きい 和歌山県紀の川市打田19-11 0736678874
4211,愛知県,名古屋市緑区,あおぞら調剤薬局なるみ店,愛知県名古屋市緑区鳴海町字向田126-2,愛知県名古屋市緑区鳴海町字向田１２６－２,名古屋市緑区鳴海町字向田126-2,鳴海町字向田126-2,0526277666,0526277666,,月火木金9:00-19:00水9:00-17:00土9:00-12:30,有,True,0526277666,0526277666,衝立,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,愛知県 名古屋市緑区 あおぞら調剤薬局なるみ店 愛知県名古屋市緑区鳴海町字向田126-2 0526277666
4212,広島県,東広島市,だいだい薬局したみ,広島県東広島市西条町下見4482-1,広島県東広島市西条町下見４４８２－１,東広島市西条町下見4482-1,西条町下見4482-1,0824226677,0824226677,,月火金9:00-18:30水土9:00-15:00,,False,,,衝立,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,広島県 東広島市 だいだい薬局したみ 広島県東広島市西条町下見4482-1 0824226677
4213,群馬県,伊勢崎市,ウエルシア薬局伊勢崎市場店,群馬県伊勢崎市伊勢崎市市場町2-850-9,群馬県伊勢崎市伊勢崎市市場町２－８５０－９,伊勢崎市伊勢崎市市場町2-850-9,伊勢崎市市場町2-850-9,0270208006,0270208006,https://www.welcia-yakkyoku.co.jp/,月-金:9:30-18:00､土:9:30-15:00,有,True,0270208006,0270208006,衝立,,False,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,群馬県 伊勢崎市 ウエルシア薬局伊勢崎市場店 群馬県伊勢崎市伊勢崎市市場町2-850-9 0270208006 https://www.welcia-yakkyoku.co.jp/
4214,群馬県,沼田市,ウエルシア薬局沼田バイパス店,群馬県沼田市高橋場町2190-1,群馬県沼田市高橋場町２１９０－１,沼田市高橋場町2190-1,高橋場町2190-1,0278302286,0278302286,https://www.welcia-yakkyoku.co.jp/,月-金:9:00-19:00､土:9:00-14:00､15:00ｰ17:30,,False,,,衝立,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,群馬県 沼田市 ウエルシア薬局沼田バイパス店 群馬県沼田市高橋場町2190-1 0278302286 https://www.welcia-yakkyoku.co.jp/
4215,大阪府,泉南郡熊取町,ライフくまとり薬局,大阪府泉南郡熊取町紺屋1丁目24-3,大阪府泉南郡熊取町紺屋１丁目２４－３,泉南郡熊取町紺屋1丁目24-3,紺屋1丁目24-3,0724527991,0724527991,https://www.kraft-net.co.jp/sakura/store/3493/,月-金:9:00-18:00､土:9:00-14:00,有,True,0724527991,0724527991,衝立；他者のいない時間対応,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,大阪府 泉南郡熊取町 ライフくまとり薬局 大阪府泉南郡熊取町紺屋1丁目24-3 0724527991 https://www.kraft-net.co.jp/sakura/store/3493/
4216,神奈川県,藤沢市,田辺薬局湘南台西店,神奈川県藤沢市湘南台西2-28-11,神奈川県藤沢市湘南台西２－２８－１１,藤沢市湘南台西2-28-11,湘南台西2-28-11,0466450441,0466450441,https://www.tnb.co.jp,月-水､金:9:00-18:30､木:9:00-17:00､土:9:00-18:00,有,True,07021618715,07021618715,個室；衝立,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,神奈川県 藤沢市 田辺薬局湘南台西店 神奈川県藤沢市湘南台西2-28-11 0466450441 https://www.tnb.co.jp
4217,神奈川県,相模原市中央区,ウエルシア薬局相模原田名店,神奈川県相模原市中央区田名4757,神奈川県相模原市中央区田名４７５７,相模原市中央区田名4757,田名4757,0427607070,0427607070,https://store.welcia.co.jp/welcia/spot/detail?code=7167D,月-土:9:00-20:00,有,True,08073656076,08073656076,衝立,,False,2,2,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,神奈川県 相模原市中央区 ウエルシア薬局相模原田名店 神奈川県相模原市中央区田名4757 0427607070 https://store.welcia.co.jp/welcia/spot/detail?code=7167D
4218,愛知県,豊田市,スギヤマ薬局陣中店,愛知県豊田市陣中町2丁目1番地1,愛知県豊田市陣中町２丁目１番地１,豊田市陣中町2丁目1番地1,陣中町2丁目1番地1,0565635761,0565635761,https://sugiyama-club/jp/,月-土:9:00-19:00,,False,,,衝立,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,愛知県 豊田市 スギヤマ薬局陣中店 愛知県豊田市陣中町2丁目1番地1 0565635761 https://sugiyama-club/jp/
4219,東京都,三鷹市,すず薬局井口店,東京都三鷹市井口3-17-36,東京都三鷹市井口３－１７－３６,三鷹市井口3-17-36,井口3-17-36,0422264395,0422264395,,月-金:9:00-18:00土:9:00-12:00,,False,,,他者のいない時間対応,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,東京都 三鷹市 すず薬局井口店 東京都三鷹市井口3-17-36 0422264395
4220,大阪府,堺市北区,ウエルシア薬局堺中百舌鳥４丁店,大阪府堺市北区中百舌鳥町4丁558-1,大阪府堺市北区中百舌鳥町４丁５５８－１,堺市北区中百舌鳥町4丁558-1,中百舌鳥町4丁558-1,0722764593,0722764593,https://www.welcia-yakkyoku.co.jp/,月-金:9:30-14:0015:00-18:30､土:9:30-14:00,,False,,,衝立,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,大阪府 堺市北区 ウエルシア薬局堺中百舌鳥４丁店 大阪府堺市北区中百舌鳥町4丁558-1 0722764593 https://www.welcia-yakkyoku.co.jp/
4221,大阪府,泉佐野市,ウエルシア薬局泉佐野旭店,大阪府泉佐野市旭町2-18,大阪府泉佐野市旭町２－１８,泉佐野市旭町2-18,旭町2-18,0724589513,0724589513,https://www.welcia-yakkyoku.co.jp/,月-金:10:00ｰ19:00,,False,,,衝立,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,大阪府 泉佐野市 ウエルシア薬局泉佐野旭店 大阪府泉佐野市旭町2-18 0724589513 https://www.welcia-yakkyoku.co.jp/
4222,香川県,高松市,きりん調剤薬局福田町店,香川県高松市福田町13-2,香川県高松市福田町１３－２,高松市福田町13-2,福田町13-2,0878022537,0878022537,,月･火･木･金:9:00-18:00､水･土:9:00-13:00,有,True,08098392111,08098392111,衝立,,False,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,香川県 高松市 きりん調剤薬局福田町店 香川県高松市福田町13-2 0878022537
4224,静岡県,島田市,ウエルシア薬局島田金谷店,静岡県島田市金谷栄町3574-2,静岡県島田市金谷栄町３５７４－２,島田市金谷栄町3574-2,金谷栄町3574-2,0547472527,0547472527,https://store.welcia.co.jp/welcia/spot/detail?code=7311D,月-金:9:00-13:00､14:00-19:00土:9:00-13:00,,False,,,衝立,,False,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,静岡県 島田市 ウエルシア薬局島田金谷店 静岡県島田市金谷栄町3574-2 0547472527 https://store.welcia.co.jp/welcia/spot/detail?code=7311D
4225,神奈川県,横浜市金沢区,ハックドラッグ能見台駅前薬局,神奈川県横浜市金沢区能見台通5-10,神奈川県横浜市金沢区能見台通５ー１０,横浜市金沢区能見台通5-10,能見台通5-10,0457901215,0457901215,https://www.welcia-yakkyoku.co.jp/,月-金:9:00-20:00､土日:9:00-19:00,有,True,0457901215,0457901215,衝立,要,True,7,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,神奈川県 横浜市金沢区 ハックドラッグ能見台駅前薬局 神奈川県横浜市金沢区能見台通5-10 0457901215 https://www.welcia-yakkyoku.co.jp/
4226,大阪府,藤井寺市,ファーマシィ薬局はーと,大阪府藤井寺市岡二丁目9-15,大阪府藤井寺市岡二丁目９－１５,藤井寺市岡二丁目9-15,岡二丁目9-15,0729313111,0729313111,,月･火･金:9:00-19:30水:9:00-17:00木･土:9:00-19:00,有,True,0729313111,0729313111,衝立,,False,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,大阪府 藤井寺市 ファーマシィ薬局はーと 大阪府藤井寺市岡二丁目9-15 0729313111
4227,大阪府,藤井寺市,サエラ薬局藤井寺店,大阪府藤井寺市林2-6-22,大阪府藤井寺市林２－６－２２,藤井寺市林2-6-22,林2-6-22,0729391121,0729391121,https://www.saera-ph.co.jp/shop/fujiidera/,月-土:9:00-18:00,有,True,0729391121,0729391121,個室；衝立；他者のいない時間対応,,False,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,大阪府 藤井寺市 サエラ薬局藤井寺店 大阪府藤井寺市林2-6-22 0729391121 https://www.saera-ph.co.jp/shop/fujiidera/
4228,福島県,福島市,ふたば薬局笹谷店,福島県福島市笹谷字中田4-17,福島県福島市笹谷字中田４－１７,福島市笹谷字中田4-17,笹谷字中田4-17,0245555535,0245555535,https://www.futaba-ph.co.jp/,月･火･木･金:9:00-18:30水:9:00-17:30土9:00-13:00,有,True,0245555535,0245555535,個室；他者のいない時間対応,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,福島県 福島市 ふたば薬局笹谷店 福島県福島市笹谷字中田4-17 0245555535 https://www.futaba-ph.co.jp/
4229,愛知県,春日井市,リーファ薬局勝川店,愛知県春日井市勝川町西2丁目6番地Ｇ,愛知県春日井市勝川町西２丁目６番地Ｇ,春日井市勝川町西2丁目6番地Ｇ,勝川町西2丁目6番地Ｇ,0568278241,0568278241,,月火木金9:00-13:30･15:30-19:00､水9:00-17:00､土9:00-14:00,有,True,0568278241,0568278241,衝立,,False,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,愛知県 春日井市 リーファ薬局勝川店 愛知県春日井市勝川町西2丁目6番地Ｇ 0568278241
4230,東京都,中央区,田辺薬局築地市場店,東京都中央区築地四丁目4番12号ＯＳ築地ビル1階,東京都中央区築地四丁目４番１２号ＯＳ築地ビル１階,中央区築地四丁目4番12号ＯＳ築地ビル1階,築地四丁目4番12号ＯＳ築地ビル1階,0351483717,0351483717,https://www.tnb.co.jp,月､火､水､金:9:00-19:00､木:9:00-18:00､第1.3.5土:10:00-13:30､第2.4土:10:00-12:00,有,True,08093639818,08093639818,衝立,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,東京都 中央区 田辺薬局築地市場店 東京都中央区築地四丁目4番12号ＯＳ築地ビル1階 0351483717 https://www.tnb.co.jp
4231,大阪府,羽曳野市,さくら薬局はびきの医療センター前店,大阪府羽曳野市羽曳が丘1丁目1-26,大阪府羽曳野市羽曳が丘１丁目１－２６,羽曳野市羽曳が丘1丁目1-26,羽曳が丘1丁目1-26,0729506226,0729506226,,月-金:9:00-18:00､土:9:00-13:00,,False,,,衝立,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,大阪府 羽曳野市 さくら薬局はびきの医療センター前店 大阪府羽曳野市羽曳が丘1丁目1-26 0729506226
4232,大阪府,大阪市城東区,ユウ薬局野江店,大阪府大阪市城東区野江4-1-8-102,大阪府大阪市城東区野江４－１－８－１０２,大阪市城東区野江4-1-8-102,野江4-1-8-102,0669323900,0669323900,,"月火木金:9:00-19:00,土:9:00-12:00",,False,,,衝立,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,大阪府 大阪市城東区 ユウ薬局野江店 大阪府大阪市城東区野江4-1-8-102 0669323900
4233,広島県,尾道市,なかの薬局,広島県尾道市瀬戸田町中野402-1,広島県尾道市瀬戸田町中野４０２ー１,尾道市瀬戸田町中野402-1,瀬戸田町中野402-1,0845264117,0845264117,https://www.innoshima-ph.com,月-金:9:00-18:00､土:9:00-13:00,有,True,0845264117,0845264117,衝立,,False,1,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,広島県 尾道市 なかの薬局 広島県尾道市瀬戸田町中野402-1 0845264117 https://www.innoshima-ph.com
4234,兵庫県,明石市,ウエルシア薬局明石大久保店,兵庫県明石市大久保町福田2-7-7,兵庫県明石市大久保町福田２ー７ー７,明石市大久保町福田2-7-7,大久保町福田2-7-7,0789381170,0789381170,https://store.welcia.co.jp/welcia/spot/detail?code=6647D,月	09:00-21:00火	09:00-21:00水	09:00-21:00木	09:00-20:00金	09:00-21:00土	09:00-20:00日	休業日祝日	09:00-13:0014:00-18:00,有,True,08076365478,08076365478,衝立,,False,5,3,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,兵庫県 明石市 ウエルシア薬局明石大久保店 兵庫県明石市大久保町福田2-7-7 0789381170 https://store.welcia.co.jp/welcia/spot/detail?code=6647D
4235,東京都,荒川区,アイン薬局東尾久店,東京都荒川区東尾久5-46-2ディ-ア1階,東京都荒川区東尾久５－４６－２ディーア１階,荒川区東尾久5-46-2ディ-ア1階,東尾久5-46-2ディ-ア1階,0368079661,0368079661,https://store.ainj.co.jp/detail/1101585/,月-金:9:00-18:00､土:9:00-13:00,,False,,,衝立,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,東京都 荒川区 アイン薬局東尾久店 東京都荒川区東尾久5-46-2ディ-ア1階 0368079661 https://store.ainj.co.jp/detail/1101585/
4236,群馬県,みどり市,笠懸中央薬局阿左美店,群馬県みどり市阿左美1146-7,群馬県みどり市阿左美１１４６－７,みどり市阿左美1146-7,阿左美1146-7,0277468889,0277468889,,月-金:9:00-18:00土:9:00-13:00,有,True,0277468889,0277468889,個室,,False,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,群馬県 みどり市 笠懸中央薬局阿左美店 群馬県みどり市阿左美1146-7 0277468889
4237,兵庫県,三田市,ウエルシア薬局三田ウッディタウン店,兵庫県三田市けやき台1丁目5番,兵庫県三田市けやき台１丁目５番,三田市けやき台1丁目5番,けやき台1丁目5番,0795591043,0795591043,https://www.welcia-yakkyoku.co.jp/,月-金:9:00-19:00､土･祝:9:00-17:00,,False,,,衝立,,False,3,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,兵庫県 三田市 ウエルシア薬局三田ウッディタウン店 兵庫県三田市けやき台1丁目5番 0795591043 https://www.welcia-yakkyoku.co.jp/
4238,東京都,大田区,クオール薬局ちどり店,東京都大田区千鳥2-39-6,東京都大田区千鳥２－３９－６,大田区千鳥2-39-6,千鳥2-39-6,0337573989,0337573989,https://store.qol-net.co.jp/detail/97/,月-金:9:30-18:00､土:9:00-14:00,有,True,08087545612,08087545612,他者のいない時間対応,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,東京都 大田区 クオール薬局ちどり店 東京都大田区千鳥2-39-6 0337573989 https://store.qol-net.co.jp/detail/97/
4239,広島県,広島市東区,ウォンツ戸坂薬局,広島県広島市東区戸坂千足2丁目7番20号,広島県広島市東区戸坂千足２丁目７番２０号,広島市東区戸坂千足2丁目7番20号,戸坂千足2丁目7番20号,0825161017,0825161017,https://shop.tsuruha-g.com/3868,月-金:9:00-13:00/14:30-18:30,,False,,,衝立,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,広島県 広島市東区 ウォンツ戸坂薬局 広島県広島市東区戸坂千足2丁目7番20号 0825161017 https://shop.tsuruha-g.com/3868
